instance,reduced_vertex,degree,weighted_degree,hyperedge_participation,mwu_weighted_degree,mean_incident_mwu,max_incident_mwu,mean_incident_edge_size,max_incident_edge_size,singleton_participation,binary_participation,x_avg,certainty
exact_009,3182,3.0,10.0,3.0,0.0008829166889143348,0.00029430556297144493,0.00039958213654703783,3.3333333333333335,4.0,0.0,0.0,0.4772209567198173,0.02277904328018271
exact_009,3183,4.0,15.0,4.0,0.0008925066601914637,0.00022312666504786593,0.0003196657092376303,3.75,4.0,0.0,0.0,0.49373576309794953,0.0062642369020504685
exact_009,3184,4.0,17.0,4.0,0.0008335858766647837,0.00020839646916619593,0.0003196657092376303,4.25,5.0,0.0,0.0,0.0011389521640091176,0.4988610478359909
exact_009,3185,4.0,18.0,4.0,0.0008335858766647837,0.00020839646916619593,0.0003196657092376303,4.5,5.0,0.0,0.0,0.0005694760820045588,0.4994305239179954
exact_009,3186,4.0,15.0,4.0,0.0007774270048659169,0.00019435675121647923,0.00020458605391208338,3.75,4.0,0.0,0.0,0.03872437357630972,0.4612756264236903
exact_009,3187,3.0,12.0,3.0,0.0005728409509538335,0.00019094698365127783,0.00020458605391208338,4.0,4.0,0.0,0.0,0.0,0.5
exact_009,3188,4.0,16.0,4.0,0.0007365097940835001,0.00018412744852087503,0.00020458605391208338,4.0,4.0,0.0,0.0,0.003416856492027338,0.49658314350797267
exact_009,3189,4.0,16.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,4.0,4.0,0.0,0.0,0.5005694760820047,0.0005694760820047495
exact_009,3190,4.0,16.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,4.0,4.0,0.0,0.0,0.5005694760820047,0.0005694760820047495
exact_009,3191,4.0,15.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,3.75,4.0,0.0,0.0,0.5005694760820047,0.0005694760820047495
exact_009,3192,4.0,17.0,4.0,0.0008014078219485916,0.0002003519554871479,0.0002557325673901042,4.25,5.0,0.0,0.0,0.5,0.0
exact_009,3193,4.0,16.0,4.0,0.0008041049092776918,0.00020102622731942295,0.0002911634233451378,4.0,4.0,0.0,0.0,0.4991149282121015,0.0008850717878984837
exact_009,3194,4.0,17.0,4.0,0.0007832672236996144,0.0001958168059249036,0.0002557325673901042,4.25,5.0,0.0,0.0,0.4982915717539859,0.001708428246014082
exact_009,3195,4.0,15.0,4.0,0.0009334238709738805,0.00023335596774347013,0.0003196657092376303,3.75,4.0,0.0,0.0,0.49943052391799514,0.0005694760820048606
exact_009,3196,4.0,15.0,4.0,0.0009334238709738803,0.00023335596774347008,0.0003196657092376303,3.75,4.0,0.0,0.0,0.49943052391799514,0.0005694760820048606
exact_009,3197,3.0,10.0,3.0,0.0008439174723873439,0.00028130582412911465,0.0003196657092376303,3.3333333333333335,4.0,0.0,0.0,0.0,0.5
exact_009,3198,3.0,10.0,3.0,0.0008439174723873439,0.00028130582412911465,0.0003196657092376303,3.3333333333333335,4.0,0.0,0.0,0.0,0.5
exact_009,3199,3.0,9.0,3.0,0.0008950639858653648,0.0002983546619551216,0.0003196657092376303,3.0,3.0,0.0,0.0,0.48348519362186754,0.016514806378132463
exact_009,3200,4.0,14.0,4.0,0.0008285735183439377,0.00020714337958598444,0.0002557325673901042,3.5,4.0,0.0,0.0,0.5,0.0
exact_009,3201,4.0,15.0,4.0,0.0007774270048659169,0.00019435675121647923,0.00020458605391208338,3.75,4.0,0.0,0.0,0.05678684731145534,0.44321315268854466
exact_009,3202,4.0,13.0,4.0,0.0008188556807831138,0.00020471392019577844,0.0003196657092376303,3.25,4.0,0.0,1.0,0.4994305239179948,0.0005694760820051936
exact_009,3203,3.0,10.0,3.0,0.0008950639858653648,0.0002983546619551216,0.0003196657092376303,3.3333333333333335,4.0,0.0,0.0,0.4960136674259687,0.003986332574031304
exact_009,3204,4.0,15.0,4.0,0.0007861219121571803,0.00019653047803929507,0.0003196657092376303,3.75,5.0,0.0,0.0,0.4937357630979498,0.006264236902050191
exact_009,3205,3.0,12.0,3.0,0.0006751339779098751,0.0002250446593032917,0.0002557325673901042,4.0,5.0,0.0,0.0,0.0,0.5
exact_009,3206,4.0,14.0,4.0,0.0008797200318219585,0.00021993000795548964,0.0002557325673901042,3.5,4.0,0.0,0.0,0.4977220956719821,0.002277904328017888
exact_009,3207,3.0,13.0,3.0,0.0005785038929261198,0.00019283463097537329,0.0002557325673901042,4.333333333333333,5.0,0.0,0.0,0.0,0.5
exact_009,3208,4.0,18.0,4.0,0.0007319434333601825,0.00018298585834004562,0.0002557325673901042,4.5,5.0,0.0,0.0,0.0005694760820045588,0.4994305239179954
exact_009,3209,4.0,17.0,4.0,0.0009206372426043751,0.0002301593106510938,0.0002557325673901042,4.25,5.0,0.0,0.0,0.4999999999999993,7.216449660063518e-16
exact_009,3210,4.0,17.0,4.0,0.0008694907291263545,0.0002173726822815886,0.0002557325673901042,4.25,5.0,0.0,0.0,0.29553579571553873,0.20446420428446127
exact_009,3211,3.0,10.0,3.0,0.0008599007578492255,0.0002866335859497418,0.00039958213654703783,3.3333333333333335,4.0,0.0,0.0,0.001708428246013669,0.4982915717539863
exact_009,3212,4.0,16.0,4.0,0.0008797200318219585,0.00021993000795548964,0.0002557325673901042,4.0,5.0,0.0,0.0,0.49031890660592237,0.009681093394077633
exact_009,3213,5.0,22.0,5.0,0.0008956122764898491,0.00017912245529796983,0.0002557325673901042,4.4,5.0,0.0,0.0,0.49943052391799514,0.0005694760820048606
exact_009,3214,2.0,8.0,2.0,0.00040917210782416677,0.00020458605391208338,0.00020458605391208338,4.0,4.0,0.0,0.0,0.0,0.5
exact_009,3215,3.0,13.0,3.0,0.0006879206062793804,0.00022930686875979346,0.0003196657092376303,4.333333333333333,5.0,0.0,0.0,0.0,0.5
exact_009,3216,5.0,21.0,5.0,0.0007937938891788835,0.0001587587778357767,0.00020458605391208338,4.2,5.0,0.0,0.0,0.49715261958997664,0.002847380410023359
exact_009,3217,4.0,17.0,4.0,0.000777938470000697,0.00019448461750017426,0.0003196657092376303,4.25,5.0,0.0,0.0,0.4916540309213595,0.008345969078640492
exact_009,3218,4.0,15.0,4.0,0.000777938470000697,0.00019448461750017426,0.0003196657092376303,3.75,4.0,0.0,0.0,0.4994305239179948,0.0005694760820051936
exact_009,3219,3.0,11.0,3.0,0.0007332354480478055,0.00024441181601593515,0.0003196657092376303,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3220,4.0,16.0,4.0,0.0007876563075615209,0.00019691407689038023,0.0002557325673901042,4.0,5.0,0.0,0.0,0.4982915717539859,0.001708428246014082
exact_009,3221,3.0,11.0,3.0,0.0009110472713272462,0.0003036824237757487,0.00039958213654703783,3.6666666666666665,4.0,0.0,0.0,0.4988610478359915,0.0011389521640084999
exact_009,3222,4.0,14.0,4.0,0.0008719457617732992,0.0002179864404433248,0.0002557325673901042,3.5,4.0,0.0,0.0,0.4999999999999993,7.216449660063518e-16
exact_009,3223,3.0,10.0,3.0,0.0008311308440178387,0.0002770436146726129,0.0003196657092376303,3.3333333333333335,4.0,0.0,0.0,0.48633257403189134,0.01366742596810866
exact_009,3224,4.0,14.0,4.0,0.0007848943958337078,0.00019622359895842695,0.0003196657092376303,3.5,4.0,0.0,0.0,0.014806378132118441,0.48519362186788156
exact_009,3225,4.0,16.0,4.0,0.0007696527348172576,0.0001924131837043144,0.0002557325673901042,4.0,4.0,0.0,0.0,0.006833712984054669,0.49316628701594534
exact_009,3226,3.0,10.0,3.0,0.0007799843305398178,0.0002599947768466059,0.0003196657092376303,3.3333333333333335,4.0,0.0,0.0,0.0,0.5
exact_009,3227,3.0,10.0,3.0,0.0008311308440178387,0.0002770436146726129,0.0003196657092376303,3.3333333333333335,4.0,0.0,0.0,0.0,0.5
exact_009,3228,4.0,13.0,4.0,0.0008847323901428046,0.00022118309753570115,0.0003196657092376303,3.25,4.0,0.0,0.0,0.49943052391799514,0.0005694760820048606
exact_009,3229,3.0,11.0,3.0,0.0007288378170617971,0.00024294593902059904,0.0003196657092376303,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3230,4.0,15.0,4.0,0.0007774270048659169,0.00019435675121647923,0.00020458605391208338,3.75,4.0,0.0,0.0,0.007972665148063806,0.49202733485193617
exact_009,3231,3.0,9.0,3.0,0.0007671977021703126,0.0002557325673901042,0.0002557325673901042,3.0,3.0,0.0,0.0,0.01651480637813213,0.48348519362186787
exact_009,3232,4.0,15.0,4.0,0.0008469862631960251,0.00021174656579900627,0.0002557325673901042,3.75,4.0,0.0,0.0,0.0022779043280182353,0.4977220956719818
exact_009,3233,4.0,16.0,4.0,0.0009206372426043751,0.0002301593106510938,0.0002557325673901042,4.0,4.0,0.0,0.0,0.4999999999999993,7.216449660063518e-16
exact_009,3234,2.0,4.0,2.0,0.0007991642730940757,0.00039958213654703783,0.00039958213654703783,2.0,2.0,0.0,2.0,0.498861047835991,0.0011389521640089995
exact_009,3235,2.0,4.0,2.0,0.0007991642730940757,0.00039958213654703783,0.00039958213654703783,2.0,2.0,0.0,2.0,0.498861047835991,0.0011389521640089995
exact_009,3236,4.0,16.0,4.0,0.0007365097940835002,0.00018412744852087506,0.00020458605391208338,4.0,4.0,0.0,0.0,0.0005694760820045588,0.4994305239179954
exact_009,3237,3.0,11.0,3.0,0.0008030002616049273,0.0002676667538683091,0.0003196657092376303,3.6666666666666665,4.0,0.0,0.0,0.4897494305239178,0.010250569476082216
exact_009,3238,2.0,4.0,2.0,0.0007991642730940757,0.00039958213654703783,0.00039958213654703783,2.0,2.0,0.0,2.0,0.498861047835991,0.0011389521640089995
exact_009,3239,3.0,11.0,3.0,0.0007799843305398178,0.0002599947768466059,0.0003196657092376303,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3240,4.0,14.0,4.0,0.0009227489457901545,0.00023068723644753861,0.0003196657092376303,3.5,4.0,0.0,0.0,0.4988610478359915,0.0011389521640084999
exact_009,3241,3.0,9.0,3.0,0.0008599007578492255,0.0002866335859497418,0.00039958213654703783,3.0,3.0,0.0,0.0,0.4988610478359911,0.0011389521640088884
exact_009,3242,3.0,10.0,3.0,0.0008087542443712045,0.00026958474812373485,0.00039958213654703783,3.3333333333333335,4.0,0.0,0.0,0.48063781321184484,0.019362186788155156
exact_009,3243,3.0,10.0,3.0,0.0008239959053876548,0.00027466530179588494,0.00039958213654703783,3.3333333333333335,4.0,0.0,1.0,0.4903189066059228,0.00968109339407719
exact_009,3244,3.0,9.0,3.0,0.0008087542443712045,0.00026958474812373485,0.00039958213654703783,3.0,3.0,0.0,0.0,0.498861047835991,0.0011389521640089995
exact_009,3245,3.0,10.0,3.0,0.0008087542443712045,0.00026958474812373485,0.00039958213654703783,3.3333333333333335,4.0,0.0,0.0,0.4982915717539859,0.001708428246014082
exact_009,3246,4.0,17.0,4.0,0.0007926686658823671,0.00019816716647059178,0.0003196657092376303,4.25,5.0,0.0,0.0,0.49544419134396384,0.004555808656036164
exact_009,3247,3.0,12.0,3.0,0.0006470033954969637,0.00021566779849898789,0.0003196657092376303,4.0,4.0,0.0,0.0,0.0,0.5
exact_009,3248,3.0,8.0,3.0,0.0008599007578492255,0.0002866335859497418,0.00039958213654703783,2.6666666666666665,4.0,0.0,2.0,0.013097949886104784,0.4869020501138952
exact_009,3249,4.0,16.0,4.0,0.000714005328153171,0.00017850133203829274,0.0002557325673901042,4.0,4.0,0.0,0.0,0.001708428246013669,0.4982915717539863
exact_009,3250,4.0,16.0,4.0,0.0006219416038927334,0.00015548540097318336,0.0001636688431296667,4.0,4.0,0.0,0.0,0.0005694760820045588,0.4994305239179954
exact_009,3251,3.0,10.0,3.0,0.0008599007578492255,0.0002866335859497418,0.00039958213654703783,3.3333333333333335,4.0,0.0,0.0,0.018390251281592,0.481609748718408
exact_009,3252,4.0,15.0,4.0,0.0008285735183439377,0.00020714337958598444,0.0002557325673901042,3.75,4.0,0.0,0.0,0.4903189066059228,0.00968109339407719
exact_009,3253,3.0,11.0,3.0,0.0006751339779098751,0.0002250446593032917,0.0002557325673901042,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3254,3.0,11.0,3.0,0.0007671977021703126,0.0002557325673901042,0.0002557325673901042,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3255,3.0,10.0,3.0,0.000767837033588788,0.0002559456778629293,0.00039958213654703783,3.3333333333333335,4.0,0.0,0.0,0.01651480637813213,0.48348519362186787
exact_009,3256,2.0,6.0,2.0,0.0007880159314844135,0.00039400796574220673,0.0006243470883547467,3.0,4.0,0.0,1.0,0.4931662870159459,0.006833712984054108
exact_009,3257,2.0,4.0,2.0,0.0007880159314844135,0.00039400796574220673,0.0006243470883547467,2.0,2.0,0.0,2.0,0.4977220956719811,0.002277904328018887
exact_009,3258,4.0,16.0,4.0,0.0008797200318219584,0.0002199300079554896,0.0002557325673901042,4.0,4.0,0.0,0.0,0.4988610478359915,0.0011389521640084999
exact_009,3259,3.0,10.0,3.0,0.0006577991969758504,0.00021926639899195013,0.00039958213654703783,3.3333333333333335,4.0,0.0,0.0,0.0,0.5
exact_009,3260,3.0,9.0,3.0,0.0008527952796108048,0.0002842650932036016,0.00039958213654703783,3.0,3.0,0.0,0.0,0.022779043280182255,0.47722095671981773
exact_009,3261,3.0,9.0,3.0,0.0009039123326970624,0.0003013041108990208,0.00039958213654703783,3.0,3.0,0.0,0.0,0.4982915717539863,0.0017084282460136935
exact_009,3262,3.0,10.0,3.0,0.0007089162500621079,0.0002363054166873693,0.00039958213654703783,3.3333333333333335,4.0,0.0,0.0,0.0,0.5
exact_009,3263,3.0,12.0,3.0,0.000655186837653447,0.00021839561255114902,0.0003196657092376303,4.0,5.0,0.0,0.0,0.0,0.5
exact_009,3264,4.0,14.0,4.0,0.0009012015674827273,0.00022530039187068182,0.0003196657092376303,3.5,4.0,0.0,0.0,0.49943052391799514,0.0005694760820048606
exact_009,3265,3.0,11.0,3.0,0.0008950639858653648,0.0002983546619551216,0.0003196657092376303,3.6666666666666665,4.0,0.0,0.0,0.47323462414578676,0.026765375854213236
exact_009,3266,3.0,12.0,3.0,0.0005241494701227576,0.0001747164900409192,0.0002557325673901042,4.0,5.0,0.0,0.0,0.0,0.5
exact_009,3267,4.0,15.0,4.0,0.000787656307561521,0.00019691407689038026,0.0002557325673901042,3.75,4.0,0.0,0.0,0.4931662870159459,0.006833712984054108
exact_009,3268,4.0,14.0,4.0,0.000792668665882367,0.00019816716647059175,0.0003196657092376303,3.5,4.0,0.0,0.0,0.021070615034168596,0.47892938496583143
exact_009,3269,3.0,10.0,3.0,0.0008189835470668086,0.0002729945156889362,0.00039958213654703783,3.3333333333333335,4.0,0.0,0.0,0.3906605922551257,0.10933940774487427
exact_009,3270,4.0,15.0,4.0,0.000787656307561521,0.00019691407689038026,0.0002557325673901042,3.75,4.0,0.0,0.0,0.496583143507973,0.0034168564920269984
exact_009,3271,4.0,15.0,4.0,0.000787656307561521,0.00019691407689038026,0.0002557325673901042,3.75,4.0,0.0,0.0,0.3775626423690204,0.12243735763097963
exact_009,3272,4.0,15.0,4.0,0.0007774270048659169,0.00019435675121647923,0.00020458605391208338,3.75,4.0,0.0,0.0,0.007124893430282304,0.49287510656971767
exact_009,3273,3.0,11.0,3.0,0.0006137581617362501,0.00020458605391208336,0.00020458605391208338,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3274,4.0,15.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,3.75,4.0,0.0,0.0,0.5005694760820047,0.0005694760820047495
exact_009,3275,4.0,15.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,3.75,4.0,0.0,0.0,0.4977220956719811,0.002277904328018887
exact_009,3276,4.0,16.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,4.0,4.0,0.0,0.0,0.5005694760820047,0.0005694760820047495
exact_009,3277,3.0,11.0,3.0,0.0007288378170617971,0.00024294593902059904,0.0003196657092376303,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3278,3.0,10.0,3.0,0.0007089162500621079,0.0002363054166873693,0.00039958213654703783,3.3333333333333335,4.0,0.0,0.0,0.0,0.5
exact_009,3279,4.0,16.0,4.0,0.0008136643096650946,0.00020341607741627366,0.00039958213654703783,4.0,5.0,0.0,0.0,0.498861047835991,0.0011389521640089995
exact_009,3280,4.0,16.0,4.0,0.0007185062213392369,0.00017962655533480923,0.00020458605391208338,4.0,4.0,0.0,0.0,0.003986332574031898,0.4960136674259681
exact_009,3281,4.0,16.0,4.0,0.0007774270048659169,0.00019435675121647923,0.00020458605391208338,4.0,4.0,0.0,0.0,0.04362633038378656,0.45637366961621345
exact_009,3282,4.0,16.0,4.0,0.0007926686658823671,0.00019816716647059178,0.0003196657092376303,4.0,4.0,0.0,0.0,0.4965831435079727,0.003416856492027276
exact_009,3283,4.0,14.0,4.0,0.0007926686658823671,0.00019816716647059178,0.0003196657092376303,3.5,4.0,0.0,0.0,0.4994305239179948,0.0005694760820051936
exact_009,3284,3.0,11.0,3.0,0.0008439174723873439,0.00028130582412911465,0.0003196657092376303,3.6666666666666665,4.0,0.0,0.0,0.4886104783599093,0.011389521640090716
exact_009,3285,3.0,11.0,3.0,0.0006879206062793803,0.00022930686875979344,0.0003196657092376303,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3286,4.0,15.0,4.0,0.0008515894494090471,0.00021289736235226178,0.0003196657092376303,3.75,4.0,0.0,0.0,0.48917995444191376,0.010820045558086244
exact_009,3287,3.0,11.0,3.0,0.0008439174723873439,0.00028130582412911465,0.0003196657092376303,3.6666666666666665,4.0,0.0,0.0,0.0074031890660592225,0.49259681093394075
exact_009,3288,2.0,6.0,2.0,0.0009440127975923771,0.00047200639879618853,0.0006243470883547467,3.0,4.0,0.0,1.0,0.49031890660592237,0.009681093394077633
exact_009,3289,3.0,11.0,3.0,0.0007160511886922917,0.00023868372956409724,0.0002557325673901042,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3290,3.0,11.0,3.0,0.000664904675214271,0.00022163489173809034,0.0002557325673901042,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3291,4.0,15.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,3.75,4.0,0.0,0.0,0.4709567198177671,0.0290432801822329
exact_009,3292,4.0,15.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,3.75,4.0,0.0,0.0,0.46697038724373524,0.03302961275626476
exact_009,3293,4.0,15.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,3.75,4.0,0.0,0.0,0.49715261958997664,0.002847380410023359
exact_009,3294,3.0,10.0,3.0,0.0008087542443712045,0.00026958474812373485,0.00039958213654703783,3.3333333333333335,4.0,0.0,0.0,0.498861047835991,0.0011389521640089995
exact_009,3295,3.0,10.0,3.0,0.0007288378170617971,0.00024294593902059904,0.0003196657092376303,3.3333333333333335,4.0,0.0,0.0,0.0,0.5
exact_009,3296,4.0,14.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,3.5,4.0,0.0,0.0,0.4994305239179948,0.0005694760820051936
exact_009,3297,4.0,15.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,3.75,4.0,0.0,0.0,0.5005694760820047,0.0005694760820047495
exact_009,3298,3.0,11.0,3.0,0.0006137581617362501,0.00020458605391208336,0.00020458605391208338,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3299,3.0,11.0,3.0,0.0006137581617362501,0.00020458605391208336,0.00020458605391208338,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3300,4.0,14.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,3.5,4.0,0.0,0.0,0.5005694760820047,0.0005694760820047495
exact_009,3301,4.0,16.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,4.0,4.0,0.0,0.0,0.5005694760820047,0.0005694760820047495
exact_009,3302,4.0,14.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,3.5,4.0,0.0,0.0,0.5005694760820047,0.0005694760820047495
exact_009,3303,3.0,11.0,3.0,0.0007160511886922917,0.00023868372956409724,0.0002557325673901042,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3304,4.0,18.0,4.0,0.0007446932362399836,0.0001861733090599959,0.00020458605391208338,4.5,5.0,0.0,0.0,0.0005694760820045588,0.4994305239179954
exact_009,3305,5.0,21.0,5.0,0.0008756283107437168,0.00017512566214874338,0.00020458605391208338,4.2,5.0,0.0,0.0,0.4982915717539863,0.0017084282460136935
exact_009,3306,4.0,17.0,4.0,0.0007221887703096543,0.00018054719257741357,0.0002557325673901042,4.25,5.0,0.0,0.0,0.0005694760820045588,0.4994305239179954
exact_009,3307,3.0,12.0,3.0,0.000664904675214271,0.00022163489173809034,0.0002557325673901042,4.0,5.0,0.0,0.0,0.0,0.5
exact_009,3308,5.0,21.0,5.0,0.0008756283107437168,0.00017512566214874338,0.00020458605391208338,4.2,5.0,0.0,0.0,0.5005694760820036,0.0005694760820036393
exact_009,3309,3.0,11.0,3.0,0.0007160511886922917,0.00023868372956409724,0.0002557325673901042,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3310,4.0,14.0,4.0,0.0008797200318219583,0.00021993000795548958,0.0002557325673901042,3.5,4.0,0.0,0.0,0.49373576309794953,0.0062642369020504685
exact_009,3311,3.0,11.0,3.0,0.0008189835470668086,0.0002729945156889362,0.00039958213654703783,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3312,4.0,15.0,4.0,0.000890588665936038,0.0002226471664840095,0.00039958213654703783,3.75,4.0,0.0,0.0,0.4982915717539863,0.0017084282460136935
exact_009,3313,4.0,17.0,4.0,0.0008725850931917747,0.00021814627329794366,0.00039958213654703783,4.25,5.0,0.0,0.0,0.4982915717539863,0.0017084282460136935
exact_009,3314,5.0,21.0,5.0,0.0008412578536864869,0.0001682515707372974,0.00020458605391208338,4.2,5.0,0.0,0.0,0.009681093394077443,0.49031890660592253
exact_009,3315,4.0,17.0,4.0,0.0007221887703096543,0.00018054719257741357,0.0002557325673901042,4.25,5.0,0.0,0.0,0.0005694760820045588,0.4994305239179954
exact_009,3316,4.0,16.0,4.0,0.0008981327766740459,0.00022453319416851147,0.0002557325673901042,4.0,4.0,0.0,0.0,0.49943052391799514,0.0005694760820048606
exact_009,3317,4.0,14.0,4.0,0.0009206372426043751,0.0002301593106510938,0.0002557325673901042,3.5,4.0,0.0,0.0,0.4988610478359915,0.0011389521640084999
exact_009,3318,3.0,11.0,3.0,0.0006239874644318542,0.00020799582147728473,0.0002557325673901042,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3319,3.0,12.0,3.0,0.0007160511886922917,0.00023868372956409724,0.0002557325673901042,4.0,4.0,0.0,0.0,0.0,0.5
exact_009,3320,2.0,9.0,2.0,0.0004603186213021876,0.0002301593106510938,0.0002557325673901042,4.5,5.0,0.0,0.0,0.0,0.5
exact_009,3321,3.0,10.0,3.0,0.0008950639858653648,0.0002983546619551216,0.0003196657092376303,3.3333333333333335,4.0,0.0,0.0,0.4960136674259687,0.003986332574031304
exact_009,3322,4.0,16.0,4.0,0.0007446932362399835,0.00018617330905999587,0.00020458605391208338,4.0,4.0,0.0,0.0,0.004555808656036465,0.49544419134396356
exact_009,3323,4.0,16.0,4.0,0.0007774270048659169,0.00019435675121647923,0.00020458605391208338,4.0,4.0,0.0,0.0,0.09888508612255728,0.4011149138774427
exact_009,3324,3.0,12.0,3.0,0.0008087542443712045,0.00026958474812373485,0.00039958213654703783,4.0,4.0,0.0,0.0,0.4794988610478357,0.02050113895216432
exact_009,3325,4.0,15.0,4.0,0.0007381100623979921,0.00018452751559949802,0.00020458605391208338,3.75,4.0,0.0,0.0,0.0028473804100227784,0.4971526195899772
exact_009,3326,4.0,16.0,4.0,0.0007446932362399836,0.0001861733090599959,0.00020458605391208338,4.0,4.0,0.0,0.0,0.0028473804100227784,0.4971526195899772
exact_009,3327,4.0,17.0,4.0,0.0007861219121571803,0.00019653047803929507,0.0003196657092376303,4.25,5.0,0.0,0.0,0.498861047835991,0.0011389521640089995
exact_009,3328,3.0,9.0,3.0,0.000664904675214271,0.00022163489173809034,0.0002557325673901042,3.0,3.0,0.0,0.0,0.0,0.5
exact_009,3329,4.0,12.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,3.0,4.0,0.0,1.0,0.5005694760820047,0.0005694760820047495
exact_009,3330,4.0,16.0,4.0,0.0009436531736694846,0.00023591329341737116,0.0003196657092376303,4.0,4.0,0.0,0.0,0.4982915717539863,0.0017084282460136935
exact_009,3331,4.0,16.0,4.0,0.0008925066601914637,0.00022312666504786593,0.0003196657092376303,4.0,4.0,0.0,0.0,0.4965831435079725,0.003416856492027498
exact_009,3332,4.0,16.0,4.0,0.0008925066601914637,0.00022312666504786593,0.0003196657092376303,4.0,4.0,0.0,0.0,0.4982915717539863,0.0017084282460136935
exact_009,3333,2.0,4.0,2.0,0.0007991642730940757,0.00039958213654703783,0.00039958213654703783,2.0,2.0,0.0,2.0,0.498861047835991,0.0011389521640089995
exact_009,3334,5.0,21.0,5.0,0.0007676068742781369,0.00015352137485562738,0.00020458605391208338,4.2,5.0,0.0,0.0,0.010820045558086579,0.4891799544419134
exact_009,3335,3.0,12.0,3.0,0.0005503364850235042,0.00018344549500783473,0.0002557325673901042,4.0,5.0,0.0,0.0,0.0,0.5
exact_009,3336,4.0,12.0,4.0,0.0008251235542844526,0.00020628088857111316,0.0003196657092376303,3.0,4.0,0.0,1.0,0.4994305239179948,0.0005694760820051936
exact_009,3337,4.0,15.0,4.0,0.0007202732016545097,0.00018006830041362743,0.0002557325673901042,3.75,5.0,0.0,0.0,0.0028473804100227784,0.4971526195899772
exact_009,3338,4.0,17.0,4.0,0.0008188556807831138,0.00020471392019577844,0.0003196657092376303,4.25,5.0,0.0,0.0,0.4982915717539859,0.001708428246014082
exact_009,3339,4.0,16.0,4.0,0.0007314326113639412,0.0001828581528409853,0.0002911634233451378,4.0,5.0,0.0,0.0,0.003986332574031898,0.4960136674259681
exact_009,3340,3.0,11.0,3.0,0.0005650666809051742,0.00018835556030172472,0.0002557325673901042,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3341,4.0,15.0,4.0,0.0007958397497180043,0.00019895993742950107,0.0002557325673901042,3.75,4.0,0.0,0.0,0.4994305239179948,0.0005694760820051936
exact_009,3342,4.0,15.0,4.0,0.0008183442156483335,0.00020458605391208338,0.00020458605391208338,3.75,4.0,0.0,0.0,0.4937357630979498,0.006264236902050191
exact_009,3343,3.0,11.0,3.0,0.0006137581617362501,0.00020458605391208336,0.00020458605391208338,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3344,3.0,11.0,3.0,0.0005912536958059209,0.0001970845652686403,0.0002557325673901042,3.6666666666666665,4.0,0.0,0.0,0.0,0.5
exact_009,3345,3.0,10.0,3.0,0.0007799843305398178,0.0002599947768466059,0.0003196657092376303,3.3333333333333335,4.0,0.0,0.0,0.48462414578587676,0.015375854214123241
exact_009,3346,3.0,9.0,3.0,0.0008030002616049273,0.0002676667538683091,0.0003196657092376303,3.0,3.0,0.0,0.0,0.4994305239179948,0.0005694760820051936
exact_009,3347,2.0,8.0,2.0,0.00040917210782416677,0.00020458605391208338,0.00020458605391208338,4.0,4.0,0.0,0.0,0.0,0.5
exact_009,3348,3.0,12.0,3.0,0.0007288378170617971,0.00024294593902059904,0.0003196657092376303,4.0,4.0,0.0,0.0,0.0,0.5
